time,p_u,p_l,t_u,t_l,rh_u,rh_u_wrt_ice_or_water,qh_u,rh_l,rh_l_wrt_ice_or_water,qh_l,wspd_u,wspd_l,wdir_u,wdir_l,wspd_x_u,wspd_y_u,wspd_x_l,wspd_y_l,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dlhf_l,dshf_u,dshf_l,z_boom_u,z_boom_cor_u,z_boom_l,z_boom_cor_l,z_stake,z_stake_cor,z_surf_combined,snow_height,rainfall_u,rainfall_cor_u,rainfall_l,rainfall_cor_l,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,t_i_9,t_i_10,t_i_11,d_t_i_1,d_t_i_2,d_t_i_3,d_t_i_4,d_t_i_5,d_t_i_6,d_t_i_7,d_t_i_8,d_t_i_9,d_t_i_10,d_t_i_11,t_i_10m,tilt_x,tilt_y,rot,gps_lat,gps_lon,gps_alt,lat,lon,alt,batt_v,t_rad,t_i,rh_i_wrt_ice_or_water,wdir_i,wspd_y_i
2020-04-01,801.7083,,-17.4912,,75.5886,85.4919,1.1092,,,,8.9865,,176.2424,,0.5259,-8.0077,,,233.5937,205.6724,195.8135,195.9766,0.9257,195.8573,240.8926,0.4852,-17.9343,-11.7193,,9.9199,,1.9925,1.9271,,,1.5072,1.4574,3.76,3.76,,,,,-17.0609,-16.374,-15.3797,-14.2379,-13.181,-12.3328,-11.5578,-10.455,,,,0.8693,1.8693,2.8693,3.8693,4.8693,5.8693,6.8693,9.8693,10.9897,11.9897,12.9897,-10.4073,-1.1858,-15.5226,,67.000523,-47.030172,1827.35,67.000514,-47.030121,1836.22,14.2,-16.3225,-17.497,85.9467,179.3301,-7.9812
2020-05-01,805.0385,,-9.4909,,76.2523,82.2897,1.8593,,,,6.043,,186.7989,,-0.6121,-5.1344,,,393.0478,370.691,325.7158,325.788,0.893,217.4746,272.593,0.3876,-9.5833,-21.0849,,3.0272,,1.9528,1.9184,,,1.4738,1.4479,3.7459,3.7459,,,,,-13.8878,-14.406,-14.4452,-14.0376,-13.4298,-12.8141,-12.1353,-10.8361,,,,0.8552,1.8552,2.8552,3.8552,4.8552,5.8552,6.8552,9.8552,10.9756,11.9756,12.9756,-10.7734,-1.1858,-15.5226,,67.000518,-47.030266,1826.13,67.000516,-47.030221,1836.15,14.29,-7.1142,-9.4939,83.9565,189.6269,-5.1584
2020-06-01,807.1876,,-4.2058,,81.7744,84.4804,2.9157,,,,5.4031,,190.6657,,-0.6894,-3.6608,,,,,,,0.8514,259.5106,297.6776,0.6321,-3.976,-24.9786,,-2.1535,,1.9219,1.9069,,,1.4773,1.4658,3.743,3.743,,,,,-9.4055,-11.5103,-12.6714,-13.0443,-12.9813,-12.7447,-12.3328,-11.1736,,,,0.8522,1.8522,2.8522,3.8522,4.8522,5.8522,6.8522,9.8522,10.9727,11.9727,12.9727,-11.1171,-1.1858,-15.5226,,67.000525,-47.030374,1829.57,67.000519,-47.030322,1836.09,14.26,-1.3633,-4.2115,85.4992,190.8213,-3.6329
2020-07-01,809.1982,,-1.9739,,83.9417,85.3848,3.4716,,,,4.7311,,208.6451,,-1.5512,-2.8398,,,,,,,0.8424,268.0835,307.0867,0.6178,-1.9384,-22.4433,,0.4498,,1.9454,1.9383,,,1.5478,1.5422,3.7011,3.7011,,,,,-3.1757,-7.0341,-9.7343,-11.1559,-11.817,-12.1053,-12.0978,-11.3785,,,,0.8103,1.8103,2.8103,3.8103,4.8103,5.8103,6.8103,9.8103,10.9308,11.9308,12.9308,-11.3333,-1.1858,-15.5226,,67.000533,-47.030462,1833.33,67.000522,-47.030422,1836.02,14.1,0.5594,-1.9768,86.115,210.4663,-2.8392
2020-08-01,805.5327,,-5.6561,,81.313,84.8613,2.642,,,,5.4367,,186.215,,-0.4323,-3.9698,,,267.8017,242.174,225.4075,225.4103,0.9039,246.2899,289.77,0.5407,-5.6828,-20.5372,,2.5877,,1.7459,1.7276,,,1.4226,1.4077,3.8607,3.8607,,,,,-2.0563,-4.2041,-6.7363,-8.6654,-9.9551,-10.8381,-11.3518,-11.3845,,,,0.97,1.97,2.97,3.97,4.97,5.97,6.97,9.97,11.0904,12.0904,13.0904,-11.382,-1.1858,-15.5226,,67.000529,-47.030569,1829.94,67.000524,-47.030524,1835.95,13.93,-3.7372,-5.6516,86.2382,195.3718,-3.9464
2020-09-01,798.4731,,-13.2014,,85.5103,94.3256,1.6545,,,,6.0833,,148.0225,,1.6343,-2.6177,,,118.0354,107.3626,109.4029,109.0152,,241.1113,261.125,0.7888,-12.7399,-5.8937,,1.6441,,1.6147,1.575,,,1.2097,1.1803,4.0517,4.0517,,,,,-6.3485,-6.3108,-6.755,-7.466,-8.2267,-9.0832,-9.5494,-11.1495,,,,1.0275,2.0275,3.0275,4.0275,5.0275,6.0275,7.0275,10.0275,11.2814,12.2814,13.2814,-11.139,-1.1858,-15.5226,,67.000532,-47.030658,1832.8,67.000527,-47.030625,1835.88,13.7,-12.1392,-13.1854,95.5532,188.3108,-2.5958
2020-10-01,800.3499,,-14.1214,,85.9809,95.3785,1.547,,,,8.9248,,138.9906,,5.1648,-5.9395,,,46.7952,34.4136,43.1947,43.1947,,224.3333,255.6071,0.6343,-14.0462,-1.3389,,16.1141,,1.5798,1.5383,,,1.1406,1.1106,4.1266,4.1266,,,,,-8.1557,-7.8077,-7.7133,-7.8669,-8.3373,-8.8137,-9.3598,-10.7434,,,,1.0617,2.0617,3.0617,4.0617,5.0617,6.0617,7.0617,10.0617,11.3563,12.3563,13.3563,-10.7189,-1.1858,-15.5226,,67.000537,-47.030751,1836.57,67.00053,-47.030725,1835.81,13.28,-13.7851,-14.137,95.2362,141.4882,-5.9436
2020-11-01,789.0057,,-22.0384,,82.5215,99.1059,0.7792,,,,7.7322,,140.9884,,3.7752,-4.66,,,7.679,5.8254,7.4774,7.4774,,204.9627,224.2639,0.8076,-22.4577,,,,,1.5393,1.4739,,,1.0193,0.9775,4.2213,4.2213,,,,,-10.9675,-9.5544,-8.8592,-8.5809,-8.6879,-8.847,-9.2918,-10.4109,,,,1.1516,2.1516,3.1516,4.1516,5.1516,6.1516,7.1516,10.1516,11.4461,12.4461,13.4461,-10.3563,-1.1858,-15.5226,,67.000537,-47.030849,1839.73,67.000533,-47.030826,1835.74,12.76,-21.8961,-22.0501,98.7928,151.9618,-4.6382
2020-12-01,799.1053,,-20.7773,,82.5027,97.5197,0.8636,,,,9.3519,,140.469,,4.7039,-5.7001,,,0.775,0.771,0.9246,0.9246,,203.9456,228.0221,0.7329,-21.3741,1.9322,,19.0538,,1.4494,1.396,,,0.9451,0.9083,4.3056,4.3056,,,,,-12.9246,-11.363,-10.3343,-9.6709,-9.3963,-9.1673,-9.4888,-10.2256,,,,1.2408,2.2408,3.2408,4.2408,5.2408,6.2408,7.2408,10.2408,11.5353,12.5353,13.5353,-10.1689,-1.1858,-15.5226,,67.000537,-47.03097,1834.54,67.000535,-47.030926,1835.68,12.53,-20.646,-20.7774,97.5319,152.2283,-5.7428
2021-01-01,800.9409,,-21.6105,,79.5675,95.2331,0.7621,,,,8.5251,,137.497,,5.0799,-5.5432,,,5.0006,2.1701,5.0216,5.0216,,191.2713,223.5626,0.6184,-22.5249,1.2908,,26.4034,,1.3873,1.3323,,,0.8614,0.8265,4.3547,4.3547,,,,,-13.164,-12.0376,-11.2266,-10.5768,-10.1664,-9.7373,-9.8614,-10.1815,,,,1.2898,2.2898,3.2898,4.2898,5.2898,6.2898,7.2898,10.2898,11.5844,12.5844,13.5843,-10.1504,-1.1858,-15.5226,,67.000542,-47.031088,1837.13,67.000538,-47.031029,1835.61,12.43,-21.4602,-21.6142,94.9803,145.0327,-5.4963
2021-02-01,793.0059,,-24.5365,,77.8955,94.531,0.6266,,,,9.2126,,127.3782,,6.8271,-5.2156,,,34.4587,21.7998,29.048,29.048,,178.5046,214.0991,0.6004,-25.3283,0.6191,,23.0976,,1.3965,1.3337,,,0.8518,0.8123,4.3696,4.3696,,,,,-14.8083,-13.1477,-12.0521,-11.2475,-10.7397,-10.2201,-10.2333,-10.2419,,,,1.3047,2.3047,3.3047,4.3047,5.3047,6.3047,7.3047,10.3047,11.5992,12.5992,13.5992,-10.2406,-1.1858,-15.5226,,67.000545,-47.031204,1840.09,67.000541,-47.031126,1835.54,12.72,-24.2721,-24.548,95.4057,129.8577,-5.2224
2021-03-01,792.0094,,-22.6961,,81.0391,95.0583,0.8267,,,,9.1196,,141.7076,,5.0266,-6.3665,,,105.2344,82.4375,93.6361,93.6361,,183.0734,221.946,0.5691,-23.2726,,,,,1.341,1.2916,,,0.8429,0.8066,4.3781,4.3781,,,,,-14.808,-13.6608,-12.7663,-11.9665,-11.3758,-10.7301,-10.6498,-10.3806,,,,1.3133,2.3133,3.3133,4.3133,5.3133,6.3133,7.3133,10.3133,11.6078,12.6078,13.6078,-10.4089,-1.1858,-15.5226,,67.000552,-47.031317,1838.93,67.000543,-47.031223,1835.47,13.82,-22.0103,-22.7068,94.7496,147.6808,-6.3935
2021-04-01,810.8224,,-14.8288,,83.5732,92.2417,1.5019,,,,6.5861,,156.9176,,1.6506,-3.873,,,219.3002,198.8208,193.3713,193.5262,0.932,217.833,252.6327,0.6298,-14.9738,-7.9673,,4.614,,1.0165,0.9894,,,0.5607,0.5451,4.6617,4.6617,,,,,-14.6128,-13.9577,-13.2023,-12.4674,-11.8893,-11.1949,-11.0807,-10.5804,,,,1.5968,2.5968,3.5968,4.5968,5.5968,6.5968,7.5968,10.5968,11.8914,12.8914,13.8913,-10.6814,-1.1858,-15.5226,,67.000546,-47.031424,1839.66,67.000546,-47.031324,1835.41,14.11,-13.4019,-14.8246,93.0446,167.532,-3.8725
2021-05-01,807.8735,,-12.0086,,76.4711,83.9739,1.5662,,,,7.5071,,128.3229,,5.4335,-4.2946,,,386.2771,362.3361,327.1002,329.3059,0.909,204.4625,262.4978,0.3508,-12.0551,-17.5269,,2.4064,,1.0105,0.9881,,,0.5535,0.5414,4.6623,4.6623,,,,,-13.1246,-13.181,-12.9472,-12.5565,-12.1512,-11.5137,-11.4279,-10.7972,,,,1.5975,2.5975,3.5975,4.5975,5.5975,6.5975,7.5975,10.5975,11.892,12.892,13.892,-10.9226,-1.1858,-15.5226,,67.000535,-47.03154,1840.68,67.000548,-47.031424,1835.34,14.28,-9.8667,-12.0182,85.917,135.9897,-4.2866
2021-06-01,804.5263,,-5.3806,,85.2775,88.8197,2.8238,,,,4.9209,,156.6045,,1.3557,-3.1336,,,,,,,0.8753,251.5684,292.7684,0.5844,-5.012,-21.2703,,-3.4627,,1.0567,1.0461,,,0.6188,0.6125,4.6002,4.6002,,,,,-10.8566,-12.0628,-12.355,-12.3021,-12.0964,-11.604,-11.6238,-11.0079,,,,1.5354,2.5354,3.5354,4.5354,5.5354,6.5354,7.5354,10.5353,11.8299,12.8299,13.8299,-11.1174,-1.1858,-15.5226,,67.000547,-47.031594,1841.17,67.000551,-47.031525,1835.27,14.3,-2.5426,-5.394,89.4358,173.4894,-3.13
2021-07-01,807.6184,,-2.5916,,87.6052,89.39,3.5334,,,,5.2796,,154.9397,,1.5729,-3.3639,,,,,,,0.8613,263.1964,303.3612,0.5884,-2.8259,-16.4483,,5.3087,,1.015,1.0103,,,0.5502,0.5477,4.6504,4.6504,,,,,-5.624,-8.6959,-10.426,-11.2861,-11.593,-11.3599,-11.5831,-11.1269,,,,1.5856,2.5856,3.5856,4.5856,5.5856,6.5856,7.5856,10.5856,11.8801,12.8801,13.8801,-11.2165,-1.1858,-15.5226,,67.000566,-47.031696,1837.52,67.000554,-47.031625,1835.2,14.19,-0.2417,-2.6061,90.3697,164.441,-3.3458
2021-08-01,807.6531,,,,87.4627,88.6482,,,,,,,,,,,,,,,,,0.8445,,,,,,,,,1.316,1.3117,,,0.8827,0.8795,4.5127,,,,,,-0.4228,-4.2613,-7.3727,-9.3537,-10.4105,-10.6336,-11.1919,-11.0941,,,,1.4851,2.4851,3.4851,4.4851,5.4851,6.4851,7.4851,10.4851,11.7796,12.7796,13.7796,,,,,67.000569,-47.03177,1839.11,67.000557,-47.031727,1835.13,13.94,,,,,
2021-09-01,801.5601,,-16.4614,,81.9104,91.7903,1.2703,,,,5.4379,,122.548,,2.9518,-1.884,,,139.4081,141.7221,119.884,119.884,,206.1616,244.225,0.5485,-17.0247,-4.2431,,8.547,,2.396,2.3223,,,1.8977,1.8396,4.3382,4.3382,,,,,-2.1665,-3.3929,-5.2382,-7.0181,-8.3692,-9.033,-10.1175,-10.9156,,,,1.2733,2.2733,3.2733,4.2733,5.2733,6.2733,7.2733,10.2733,11.5679,12.5679,13.5679,-10.84,-0.2993,0.8696,,67.000589,-47.031899,1839.01,67.000559,-47.031828,1835.06,14.2,-15.5023,,,,
2021-10-01,805.0089,,-17.6928,,80.1513,91.2028,1.1156,,,,6.2269,,119.1911,,4.3014,-2.4031,,,57.3662,59.3451,47.0208,47.0208,,212.9432,243.0121,0.6186,-17.3334,-2.5671,,18.8429,,2.3248,2.2477,,,1.8241,1.7636,4.4286,4.4286,,,,,-7.7202,-6.5782,-6.4409,-6.9558,-7.7093,-8.1555,-9.304,-10.6038,,,,1.3637,2.3637,3.3637,4.3637,5.3637,6.3637,7.3637,10.3637,11.6583,12.6583,13.6583,-10.4454,-0.2708,0.8891,,67.000595,-47.031993,1838.76,67.000562,-47.031928,1835.0,14.17,-17.4319,,,,
2021-11-01,796.7722,,-20.9179,,89.903,100.724,1.1686,,,,5.9394,,151.501,,2.0844,-3.8392,,,,,,,,,,,,,,,,2.1582,2.0717,,,1.6355,1.5699,4.5784,4.5784,,,,,-9.998,-8.8402,-8.1643,-7.9692,-8.1147,-8.1054,-8.9947,-10.246,,,,1.5137,2.5137,3.5137,4.5137,5.5137,6.5137,7.5137,10.5137,11.8083,12.8083,13.8083,-10.0331,-0.2225,0.8642,,,,,67.000565,-47.032029,1834.93,13.77,-20.9268,,,,
2021-12-01,792.4694,,-20.7265,,77.6141,91.7378,0.8187,,,,11.0496,,117.2644,,9.2625,-4.7734,,,0.6164,0.6164,0.8604,0.8604,,189.1357,226.0157,0.5429,-21.8248,-0.076,,31.3624,,1.9723,1.8954,,,1.5968,1.5344,4.7146,4.7146,,,,,-10.8653,-10.0598,-9.4049,-8.9812,-8.811,-8.4824,-9.1044,-10.0096,,,,1.6497,2.6497,3.6497,4.6497,5.6497,6.6497,7.6497,10.6497,11.9443,12.9443,13.9443,-9.8121,-0.2265,0.7943,,,,,67.000567,-47.032129,1834.86,13.0,-20.7716,,,,
2022-01-01,785.9664,,-23.139,,80.1756,96.6273,0.705,,,,8.2818,,134.2723,,4.9417,-4.8177,,,3.3317,3.5405,3.0714,3.0714,,196.8357,219.4921,0.7627,-23.7785,1.0355,,14.7053,,2.0093,1.9219,,,1.4086,1.3499,4.7732,4.7732,,,,,-12.3989,-11.2009,-10.3487,-9.7776,-9.4571,-8.9473,-9.3964,-9.9264,,,,1.7081,2.7081,3.7081,4.7081,5.7081,6.7081,7.7081,10.7081,12.0026,13.0026,14.0026,-9.8042,-0.193,0.9071,,,,,67.00057,-47.032231,1834.79,12.69,-23.1419,,,,
2022-02-01,782.1132,,-26.06,,76.0865,94.8395,0.5144,,,,7.8097,,,,,,,,29.1905,30.0367,25.2408,25.2408,,184.3556,210.1507,0.7364,-26.4392,,,,,1.9966,1.8985,,,1.5013,1.4278,4.7617,4.7617,,,,,-14.155,-12.5825,-11.4249,-10.6117,-10.1057,-9.4343,-9.7372,-9.9531,,,,1.6969,2.6969,3.6969,4.6969,5.6969,6.6969,7.6969,10.6969,11.9914,12.9914,13.9914,-9.9031,-0.173,0.9128,,,,,67.000573,-47.032329,1834.72,12.63,-25.9143,,,,
2022-03-01,788.7548,,-24.0093,,74.2215,88.1512,0.6615,,,,,,,,,,,,110.7737,113.0746,90.5383,90.5383,,177.5561,216.5977,0.5629,-24.6424,,,,,1.9993,1.9086,,,1.4836,1.4162,4.7737,4.7737,,,,,-14.8117,-13.4452,-12.3297,-11.4395,-10.8131,-10.0016,-10.1659,-10.0655,,,,1.7088,2.7088,3.7088,4.7088,5.7088,6.7088,7.7088,10.7088,12.0034,13.0034,14.0034,-10.0892,-0.2211,0.9276,,,,,67.000575,-47.032426,1834.66,13.94,-23.518,,,,
2022-04-01,804.9499,,-14.0254,,79.4845,88.6867,1.4116,,,,,,,,,,,,203.3093,205.138,172.5249,172.5249,0.8377,217.0516,254.2373,0.5841,-14.3393,,,,,1.8401,1.7918,,,1.3619,1.3262,4.8717,4.8717,,,,,-14.2202,-13.6705,-12.8865,-12.0994,-11.4634,-10.595,-10.6613,-10.2683,,,,1.8069,2.8069,3.8069,4.8069,5.8069,6.8069,7.8069,10.8069,12.1014,13.1014,14.1014,-10.375,-0.2983,0.9472,,,,,67.000578,-47.032526,1834.59,14.26,-12.7042,,,,
2022-05-01,802.7262,,-13.2098,,73.9882,81.8308,1.4045,,,,,,,,,,,,320.2567,321.7855,267.7003,267.7003,0.8317,205.336,257.8739,0.4195,-13.3026,,,,,1.7579,1.7145,,,1.2185,1.1884,4.9779,4.9779,,,,,-12.9802,-12.9211,-12.6211,-12.1966,-11.7641,-10.9849,-11.0585,-10.4923,,,,1.913,2.913,3.913,4.913,5.913,6.913,7.913,10.913,12.2076,13.2076,14.2076,-10.6646,-0.2908,0.9773,,,,,67.000581,-47.032627,1834.52,14.26,-11.1728,,,,
2022-06-01,806.06,,-6.9736,,80.6888,84.7826,2.4186,,,,,,,,,,,,348.211,348.5934,290.2864,290.2864,0.8368,241.7958,285.1061,0.5604,-6.7916,,,,,1.6288,1.6071,,,1.1049,1.0899,5.0797,5.0797,,,,,-11.9943,-12.2958,-12.264,-12.0583,-11.7923,-11.1321,-11.2818,-10.7148,,,,2.0148,3.0148,4.0148,5.0148,6.0148,7.0148,8.0148,11.0148,12.3094,13.3094,14.3094,-10.906,-0.3377,1.0491,,,,,67.000583,-47.032727,1834.45,14.24,-4.5959,,,,
2022-07-01,807.828,,-1.72,,84.9011,86.1807,3.5814,,,,,,,,,,,,314.4805,315.3596,247.5181,247.5181,0.7859,267.833,307.8586,0.622,-1.7426,,,,,1.6514,1.6461,,,1.1492,1.1455,5.0335,5.0335,,,,,-8.3569,-10.3545,-11.2908,-11.5937,-11.5976,-11.0995,-11.3539,-10.881,,,,1.9687,2.9687,3.9687,4.9687,5.9687,6.9687,7.9687,10.9687,12.2632,13.2632,14.2632,-11.0351,-0.4237,1.1087,,,,,67.000586,-47.032828,1834.39,14.13,0.5885,,,,
2022-08-01,804.9665,,-4.0634,,87.4895,90.4055,3.143,,,,,,,,,,,,211.0065,212.1824,176.6049,176.6049,0.8385,271.3834,297.1716,0.7658,-4.0473,,,,,1.7236,1.7108,,,1.4421,1.4312,4.8588,4.8588,,,,,-3.8539,-6.4254,-8.4729,-9.8471,-10.5847,-10.56,-11.1204,-10.9619,,,,1.794,2.794,3.794,4.794,5.794,6.794,7.794,10.794,12.0885,13.0885,14.0885,-11.0024,-0.3978,1.0234,,,,,67.000589,-47.03293,1834.32,14.08,-2.6661,,,,
2022-09-01,807.2971,,-3.1165,,92.3362,94.5129,3.6001,,,,,,,,,,,,106.045,107.0438,91.1911,91.1911,,285.611,299.7746,0.8679,-3.5923,,,,,1.6187,1.6097,,,1.2754,1.2686,4.9915,4.9915,,,,,-1.4662,-4.5762,-6.6089,-7.9048,-8.4334,-7.7061,-7.2957,-4.895,,,,1.9266,2.9266,3.9266,4.9266,5.9266,6.9266,7.9266,10.9266,12.2211,13.2211,14.2211,-5.5859,-0.4846,0.9818,,,,,67.000591,-47.03303,1834.25,13.93,-2.519,,,,
2022-10-01,797.4103,,-13.7943,,86.9953,96.1804,1.6125,,,,,,,,,,,,48.1683,49.1767,40.7812,40.7386,,231.4162,255.2392,0.7223,-14.1932,,,,,1.3501,1.3152,,,0.9516,0.9254,5.3221,5.3221,,,,,-2.8015,-3.7725,-4.9215,-5.8882,-6.4444,-6.2152,-6.6411,-6.4455,,,,2.2572,3.2572,4.2572,5.2572,6.2572,7.2572,8.2572,11.2572,12.5517,13.5517,14.5517,-6.5148,-0.4139,0.8634,,,,,67.000594,-47.033131,1834.18,13.89,-13.5145,,,,
2022-11-01,791.165,,-17.9519,,81.2939,94.3341,1.064,,,,,,,,,,,,9.2737,9.9238,7.7982,7.7253,,207.1246,237.3283,0.644,-18.7647,,,,,1.1308,1.0928,,,0.6817,0.6605,5.5449,5.5449,,,,,-5.1666,-5.0322,-5.1849,-5.5169,-5.8581,-5.7179,-6.4759,-7.1815,,,,2.4856,3.4856,4.4856,5.4856,6.4856,7.4856,8.4856,11.4856,12.7802,13.7802,14.7802,-6.8336,-0.4074,0.8468,,,,,67.000597,-47.033231,1834.11,13.15,-17.9308,,,,
2022-12-01,810.4487,,-24.1436,,77.6832,93.0099,0.6436,,,,,,,,,,,,0.8779,0.8779,0.9836,0.9836,,181.9184,214.5586,0.613,-25.247,,,,,1.1106,1.0603,,,,,5.6628,5.6628,,,,,-6.7768,-6.2039,-5.9285,-5.8984,-6.0069,-5.7463,-6.5341,-7.4753,,,,2.6112,3.6112,4.6112,5.6112,6.6112,7.6112,8.6112,11.6112,12.9058,13.9058,14.9058,-6.9681,-0.308,0.8028,,,,,67.000599,-47.033332,1834.04,12.76,-24.1369,,,,
2023-01-01,790.0191,,-29.3446,,77.1539,97.3543,0.4145,,,,,,,,,,,,4.0239,4.0567,3.2005,3.1468,,173.3081,198.8105,0.7627,-29.9596,,,,,1.0332,0.9757,,,,,5.93,5.93,,,,,-8.9812,-7.7496,-6.9883,-6.6074,-6.4822,-6.0504,-6.7661,-7.6441,,,,2.8661,3.8661,4.8661,5.8661,6.8661,7.8661,8.8661,11.8661,13.1607,14.1607,15.1607,-7.098,-0.2415,0.7817,,,,,67.000602,-47.033434,1833.97,12.56,-29.3668,,,,
2023-02-01,782.3707,,-26.4398,,78.5369,95.3701,0.5711,,,,,,,,,,,,34.9197,36.1503,25.8079,25.8079,,179.1889,208.1815,0.7047,-27.172,,,,,0.9239,0.8778,,,,,6.0323,6.0323,,,,,-10.408,-9.1744,-8.2109,-7.5579,-7.1928,-6.5571,-7.1399,-7.8061,,,,2.9669,3.9669,4.9669,5.9669,6.9669,7.9669,8.9669,11.9669,13.2615,14.2615,15.2615,-7.3697,-0.265,0.7992,,,,,67.000605,-47.033531,1833.91,12.89,-26.3261,,,,
2023-03-01,804.8344,,-23.3454,,72.6463,87.2952,0.6165,,,,,,,,,,,,119.9669,122.9125,94.1021,94.1021,,166.5541,217.0622,0.3831,-24.2283,,,,,0.9367,0.8955,,,,,6.0149,6.0149,,,,,-11.0706,-10.0462,-9.1376,-8.4253,-7.9466,-7.1655,-7.6191,-8.0012,,,,2.95,3.95,4.95,5.95,6.95,7.95,8.95,11.95,13.2446,14.2446,15.2446,-7.7527,-0.3252,0.8203,,,,,67.000607,-47.033628,1833.84,14.06,-22.7218,,,,
2023-04-01,804.0725,,-14.7713,,75.5804,84.7691,1.2752,,,,,,,,,,,,227.8786,230.8303,181.5041,181.5041,0.7879,197.0902,250.115,0.3715,-15.2951,,,,,0.9058,0.8807,,,,,6.0294,6.0294,,,,,-11.5608,-10.6475,-9.8133,-9.1264,-8.6223,-7.7736,-8.1412,-8.2549,,,,2.9644,3.9644,4.9644,5.9644,6.9644,7.9644,8.9644,11.9644,13.259,14.259,15.259,-8.1811,-0.4068,0.8818,,,,,67.00061,-47.033729,1833.77,14.25,-13.6075,,,,
2023-05-01,800.4831,,-10.9873,,78.8744,86.1607,1.7358,,,,,,,,,,,,298.3992,299.6871,250.1299,250.1299,0.8388,230.6544,267.9638,0.6162,-10.8406,,,,,0.8329,0.8159,,,,,6.0947,6.0947,,,,,-10.8948,-10.6072,-10.1254,-9.6065,-9.1556,-8.2973,-8.6192,-8.5293,,,,3.0298,4.0298,5.0298,6.0298,7.0298,8.0298,9.0298,12.0298,13.3244,14.3244,15.3244,-8.5911,-0.4075,0.9228,,,,,67.000613,-47.033829,1833.71,14.1,-9.0844,,,,
2023-06-01,805.5595,,-6.0762,,88.3295,92.4402,2.7942,,,,,,,,,,,,320.2839,320.4117,274.839,274.7405,0.8603,263.9756,290.0062,0.7825,-5.7392,,,,,2.7862,2.7593,,,2.2677,2.2468,6.3738,6.3738,,,,,-6.3495,-9.3128,-10.2867,-10.446,-10.3413,-9.9629,-9.8029,-9.2781,,,,0.8724,1.7919,2.7919,3.7919,4.7919,5.7919,6.7919,9.7919,13.6131,14.6131,15.6131,-9.1557,0.1356,1.1029,,67.000733,-47.034043,1835.15,67.000709,-47.034016,1836.73,14.14,-4.1581,,,,
2023-07-01,813.3911,,-0.4521,,93.187,93.9076,4.2915,,,,4.6264,,165.5679,,0.8907,-3.461,,,269.3612,270.3688,209.9603,209.9603,0.7802,289.1149,312.9332,0.7708,-1.0966,-0.419,,8.9351,,3.7866,3.7835,,,2.5719,2.5699,6.1027,6.1027,,,,,-0.8831,-2.3211,-3.0899,-6.2941,-8.3606,-9.3049,-9.5053,-8.7179,,,,,0.7423,1.7423,2.7423,3.7423,4.7423,5.7423,8.7423,13.3324,14.3324,15.3324,,-0.1694,2.0195,,67.000748,-47.034131,1837.51,67.000748,-47.034154,1838.15,14.21,1.3503,,,,
2023-08-01,811.4255,,-2.5823,,91.5489,93.5166,3.6538,,,,5.5134,,183.0819,,-0.218,-4.048,,,213.7091,220.0272,177.0591,177.0591,0.802,267.5766,303.17,0.6517,-2.8134,-5.8472,,5.0976,,4.0505,4.0311,,,2.8733,2.8596,5.832,5.832,,,,,0.0511,-0.1477,-0.5065,-3.0571,-5.3002,-6.9443,-7.9198,-8.9628,,,,,0.4716,1.4716,2.4716,3.4716,4.4716,5.4716,8.4716,13.0617,14.0617,15.0617,,-0.6517,5.114,,67.000753,-47.034253,1836.84,67.000751,-47.034263,1838.47,14.12,-1.2829,,,,
2023-09-01,802.8638,,-12.2045,,91.7221,100.6157,1.8771,,,,6.4052,,162.5051,,1.1534,-3.6591,,,124.2662,136.4872,111.7916,111.7916,,228.0723,260.8558,0.6167,-12.6931,1.6729,,7.8559,,3.8443,3.7569,,,2.6738,2.6131,6.0945,6.0945,,,,,-1.8559,-0.5423,-0.7284,-2.3628,-4.127,-5.718,-6.6735,-8.7626,,,,,0.7341,1.7341,2.7341,3.7341,4.7341,5.7341,8.7341,13.3241,14.3241,15.3241,-9.6421,-0.5826,6.0256,,67.000761,-47.034375,1833.89,67.000754,-47.034369,1838.78,14.0,-11.6112,,,,
2023-10-01,800.0582,,-15.1169,,92.6599,104.0616,1.5329,,,,8.384,,161.2397,,1.8598,-5.4754,,,44.7862,54.2824,43.7428,42.8792,,217.6569,248.3386,0.6294,-15.9076,7.8427,,16.9473,,3.7012,3.5963,,,2.5129,2.4416,6.2586,6.2586,,,,,-6.678,-4.4488,-3.0009,-2.7573,-3.8339,-5.2097,-5.6255,-8.333,,,,,0.9006,1.9006,2.9006,3.9006,4.9006,5.9006,8.9006,13.4906,14.4906,15.4906,-9.321,-0.636,6.1242,,67.000766,-47.034451,1832.32,67.000757,-47.034476,1839.09,13.78,-14.9856,,,,
2023-11-01,798.4415,,-16.7687,,90.0552,103.9709,1.249,,,,10.355,,155.5183,,3.7607,-8.2592,,,3.2491,4.9711,3.3475,3.1562,,206.1756,240.7289,0.576,-17.7657,9.7166,,23.8662,,3.5954,3.4825,,,2.3914,2.3164,6.3805,6.3805,,,,,-9.1124,-7.3529,-5.6207,-4.1965,-4.6427,-5.5833,-5.0398,-7.9666,,,,,1.0242,2.0242,3.0242,4.0242,5.0242,6.0242,9.0242,13.6143,14.6143,15.6143,-8.9189,-0.6554,6.1955,,,,,67.00076,-47.034583,1839.4,13.21,-16.8062,,,,
