time,p_u,p_l,t_u,t_l,rh_u,rh_u_wrt_ice_or_water,qh_u,rh_l,rh_l_wrt_ice_or_water,qh_l,wspd_u,wspd_l,wdir_u,wdir_l,wspd_x_u,wspd_y_u,wspd_x_l,wspd_y_l,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dlhf_l,dshf_u,dshf_l,z_boom_u,z_boom_cor_u,z_boom_l,z_boom_cor_l,z_stake,z_stake_cor,z_surf_combined,snow_height,rainfall_u,rainfall_cor_u,rainfall_l,rainfall_cor_l,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,t_i_9,t_i_10,t_i_11,d_t_i_1,d_t_i_2,d_t_i_3,d_t_i_4,d_t_i_5,d_t_i_6,d_t_i_7,d_t_i_8,d_t_i_9,d_t_i_10,d_t_i_11,t_i_10m,tilt_x,tilt_y,rot,gps_lat,gps_lon,gps_alt,lat,lon,alt,batt_v,t_rad,t_i,rh_i_wrt_ice_or_water,wdir_i,wspd_y_i
2023-12-01,794.4526,,-24.6483,,83.6148,101.1884,0.6684,,,,7.8894,,162.8647,,1.9207,-6.2298,,,0.7591,0.7591,1.0373,1.0373,,188.0445,214.0282,0.7273,-25.3813,3.4203,,17.9874,,3.6354,3.4663,,,2.421,2.3084,6.3926,6.3926,,,,,-11.2995,-9.1268,-7.1813,-5.2274,-5.5005,-6.2617,-5.0753,-7.7978,,,,0.0322,1.0322,2.0322,3.0322,4.0322,5.0322,6.0322,9.0322,13.6223,14.6223,15.6223,-8.6761,-0.6794,6.0601,,,,,67.000763,-47.03469,1839.72,12.77,-24.7168,,,,
2024-01-01,788.173,,-24.6478,,93.0751,107.0842,0.94,,,,7.0054,,159.2936,,2.1654,-5.7287,,,,,,,,208.0436,231.4023,0.7375,-20.6898,,,,,3.5973,3.4236,,,2.3876,2.2753,6.4289,6.4289,,,,,-13.8986,-11.5301,-9.0467,-6.5159,-6.4633,-7.0388,-5.3927,-7.7904,,,,0.0685,1.0685,2.0685,3.0685,4.0685,5.0685,6.0685,9.0685,13.6586,14.6586,15.6586,-8.5359,-0.6794,6.0601,,,,,67.000766,-47.034799,1840.03,12.67,-24.6828,,,,
2024-02-01,788.8466,,-26.6119,,86.6366,104.8688,0.6343,,,,7.6263,,154.6047,,2.6903,-5.6669,,,,,,,,186.8197,211.5964,0.7504,-26.2367,5.503,,17.6627,,3.5562,3.3769,,,2.3589,2.24,6.4711,6.4711,,,,,-17.3169,-14.2211,-10.8065,-7.8153,-7.4976,-7.8948,-5.9149,-7.9224,,,,0.1107,1.1107,2.1107,3.1107,4.1107,5.1107,6.1107,9.1107,13.7008,14.7008,15.7008,-8.518,-0.6794,6.0601,,,,,67.000769,-47.034904,1840.34,13.03,-26.5042,,,,
2024-03-01,799.5989,,-20.4426,,82.9547,97.1487,0.9163,,,,8.6101,,141.3849,,5.065,-6.3413,,,104.2451,122.0269,95.3228,95.3228,,183.1134,227.0397,0.4559,-21.5374,3.5427,,21.8216,,3.4912,3.3571,,,2.2875,2.1997,6.5026,6.5026,,,,,-15.4974,-13.744,-11.5972,-8.8497,-8.5542,-8.7966,-6.5652,-8.1481,,,,0.1422,1.1422,2.1422,3.1422,4.1422,5.1422,6.1422,9.1422,13.7323,14.7323,15.7323,-8.6012,-0.6794,6.0601,,,,,67.000772,-47.035009,1840.64,14.14,-20.0268,,,,
2024-04-01,805.1158,,-14.8433,,84.8495,93.8442,1.4907,,,,6.9258,,158.666,,2.0745,-5.3116,,,210.9394,226.2331,188.0355,188.0355,0.8301,211.1562,251.0045,0.5492,-15.2561,-4.2481,,6.2771,,3.3992,3.3039,,,2.2239,2.1616,6.5434,6.5434,,,,,-14.5572,-13.4779,-11.8907,-9.2858,-9.1645,-9.4406,-7.147,-8.4508,,,,0.1824,1.1824,2.1824,3.1824,4.1824,5.1824,6.1824,9.1824,13.7725,14.7725,15.7725,-8.8069,-0.6794,6.0601,,67.00078,-47.035107,1832.24,67.000775,-47.035116,1840.96,14.39,-13.7975,,,,
2024-05-01,804.4165,,-15.8136,,82.0517,92.713,1.2839,82.8443,92.0139,,4.9857,,185.0396,,-0.2445,-2.7726,,,311.3526,322.185,271.5222,271.5222,0.834,205.4239,250.5587,0.5299,-15.2699,-9.3605,,-9.4805,,3.4488,3.3476,3.5602,3.4754,2.0774,2.0139,6.696,6.696,,,,,-11.8923,-11.8996,-11.4743,-9.5784,-9.6957,-10.0052,-8.022,-9.0043,-9.8129,-8.9631,-8.6239,0.298,1.198,2.1174,3.0368,3.9561,4.8755,5.7948,8.4722,12.6446,13.8058,14.9671,-8.9588,-0.6809,6.0568,,67.000785,-47.035197,1833.24,67.000778,-47.035223,1841.27,14.38,-13.7396,,,,
2024-06-01,804.0338,804.5722,-4.7306,-4.6473,85.7067,88.6604,3.0003,84.7044,87.5747,2.9823,6.1946,6.068,143.641,192.2223,2.1994,-2.9877,-0.9387,-4.3334,343.6658,346.0771,286.7018,286.6483,0.8317,260.4229,297.6867,0.6722,-4.0601,-23.4352,-25.0478,-7.2664,-6.5338,4.5447,4.5046,3.4527,3.4228,,,6.7652,6.7652,4.8,5.3315,2.2,2.4737,-3.0979,-6.1171,-8.3261,-9.6035,-10.1693,-10.5691,-10.5879,-10.4799,-9.8727,-9.1124,-8.7719,0.0526,0.5521,1.0521,1.5521,2.0521,2.5521,3.0521,4.0521,6.0521,8.0521,10.0521,-8.7807,-0.6794,6.0601,,67.000774,-47.035359,1849.07,67.000781,-47.03533,1841.58,14.13,-2.4271,-4.7421,89.2917,163.7129,-3.007
2024-07-01,801.8863,802.4153,-3.5888,-3.5223,87.8558,90.3714,3.2934,87.1823,89.6387,3.2823,5.1768,5.13,95.0482,197.1105,2.9624,-0.2617,-0.9397,-3.0526,319.9711,323.3161,260.6849,260.6849,0.8119,259.1048,301.6851,0.605,-3.1523,-17.2675,-18.4682,-5.6678,-5.4933,4.5412,4.511,3.4576,3.435,,,6.7559,6.7559,2.6,2.9512,0.0,0.0,-1.8613,-1.3703,-3.134,-5.4342,-7.325,-8.7409,-9.1721,-9.682,-9.7622,-9.2696,-8.9859,0.0555,0.5428,1.0428,1.5428,2.0428,2.5428,3.0428,4.0428,6.0428,8.0428,10.0428,-8.9925,-0.6794,6.0601,,67.000777,-47.03546,1848.59,67.000784,-47.035437,1841.89,14.04,-1.3883,-3.5823,90.9962,117.3815,-0.2553
2024-08-01,799.9993,800.6101,-5.2916,-5.2164,89.6018,92.9615,3.0492,89.1058,92.4007,3.0459,5.2058,5.0286,79.7053,186.4699,2.7395,0.4976,-0.3124,-2.7549,217.1777,224.56,188.7726,188.7727,0.8256,256.4072,292.7988,0.6335,-5.1229,-10.8421,-11.3207,-2.1784,-1.6679,4.5613,4.5164,3.4808,3.4471,,,6.7473,6.7473,3.0,3.3418,1.0,1.1126,-3.0174,-1.6033,-1.9966,-3.5839,-5.1874,-6.7163,-7.3355,-8.3466,-9.2775,-9.2294,-9.1081,,0.5341,1.0341,1.5341,2.0341,2.5341,3.0341,4.0341,6.0341,8.0341,10.0341,-9.1084,-0.6794,6.0601,,67.000778,-47.035565,1847.82,67.000787,-47.035546,1842.21,13.88,-3.7101,-5.2841,93.7319,125.662,0.4884
2024-09-01,809.0378,809.6915,-8.6944,-8.6142,89.8411,96.006,2.3462,89.5088,95.6015,2.348,6.337,6.233,91.1587,197.556,3.72,-0.0752,-1.2552,-3.9676,111.9079,121.1949,111.3435,111.3435,,248.231,277.4604,0.6847,-8.6366,-6.6343,-6.9001,0.0349,0.7796,4.3709,4.3002,3.2939,3.2412,,,6.9526,6.9526,1.8,2.0607,0.2,0.2211,-5.5812,-5.4258,-5.0408,-5.4236,-5.9316,-6.6417,-6.96,-7.654,-8.6857,-8.992,-9.1065,0.2435,0.7435,1.2435,1.7435,2.2435,2.7435,3.2435,4.2435,6.2435,8.2435,10.2435,-9.0915,-0.6794,6.0601,,67.000783,-47.03567,1848.38,67.00079,-47.035653,1842.52,13.76,-7.5051,-8.6965,95.9264,109.7691,-0.0689
2024-10-01,800.3051,801.1365,-19.4439,-19.3209,79.1631,91.44,0.9637,78.8654,91.0047,0.9684,6.5017,6.0756,68.1827,174.8674,5.1794,2.0734,0.4702,-5.2352,45.812,55.6059,47.7118,47.692,,205.6529,236.0338,0.6696,-19.1846,-4.2408,-4.096,-3.3592,-1.5414,4.2276,4.0729,3.1045,2.9917,,,7.1947,7.1947,0.0,0.0,0.0,0.0,-10.7952,-9.3078,-7.7587,-7.3789,-7.1725,-7.3059,-7.3718,-7.687,-8.3865,-8.7415,-9.0155,0.4819,0.9819,1.4819,1.9819,2.4819,2.9819,3.4819,4.4819,6.4819,8.4819,10.4819,-8.9494,-0.6794,6.0601,,67.000791,-47.035773,1848.48,67.000793,-47.03576,1842.83,13.52,-17.9384,-19.4422,94.1644,78.5632,2.0374
2024-11-01,800.148,800.9321,-22.1383,-22.0161,80.5694,95.8499,0.7783,80.8603,96.1399,0.7866,7.4531,7.0129,71.4183,181.2192,5.3949,1.8136,-0.1171,-5.502,5.8042,7.4298,5.953,5.953,,202.5787,227.4619,0.7573,-21.5587,-3.3939,-3.0437,-10.8258,-8.8726,4.1356,3.9634,2.995,2.8709,,,7.311,7.311,0.0,0.0,0.0,0.0,-15.1983,-13.4162,-11.0106,-9.9369,-9.0128,-8.5319,-8.3143,-8.1795,-8.3789,-8.6007,-8.9148,0.5979,1.0979,1.5979,2.0979,2.5979,3.0979,3.5979,4.5979,6.5979,8.5979,10.5979,-8.821,-0.6794,6.0601,,67.0008,-47.035887,1847.85,67.000796,-47.035867,1843.14,12.86,-20.5597,-22.139,96.1759,83.4229,1.8101
2024-12-01,790.8897,791.841,-29.6611,-29.5404,80.1897,99.8388,0.4563,80.7083,100.4583,0.4614,7.5347,7.3817,67.4424,176.7952,6.1759,2.5654,0.365,-6.5185,0.8007,0.7952,1.0869,1.0814,,191.369,205.4597,0.8848,-28.1474,-3.2648,,-26.8373,,4.1135,3.8928,2.9476,2.8034,,,7.3851,7.3851,0.0,0.0,0.0,0.0,-17.3373,-15.1838,-12.6235,-11.4269,-10.3301,-9.6546,-9.3174,-8.915,-8.6366,-8.6068,-8.8543,0.672,1.172,1.672,2.172,2.672,3.172,3.672,4.672,6.672,8.672,10.672,-8.7714,-0.6794,6.0601,,67.000802,-47.035991,1846.27,67.000799,-47.035974,1843.45,12.49,-27.6343,-29.7556,102.1439,72.5633,2.5357
2025-01-01,790.3339,791.0694,-25.5796,-25.4563,78.6818,95.9698,0.5835,71.9953,87.7596,,9.427,8.7863,58.4493,168.7651,7.2605,4.4581,1.5414,-7.7599,1.846,2.3158,2.2348,2.2344,,180.8342,214.6807,0.6561,-25.1301,-3.4736,,-11.7049,,4.0167,3.8227,2.8877,2.7489,,,7.4437,7.4437,0.0,0.0,13.8,14.076,-19.476,-17.5422,-14.6785,-13.179,-11.758,-10.8028,-10.3345,-9.7002,-9.0337,-8.7472,-8.8686,0.7306,1.2306,1.7306,2.2306,2.7306,3.2306,3.7306,4.7306,6.7306,8.7306,10.7306,-8.8243,-0.6794,6.0601,,67.000803,-47.036097,1846.53,67.000802,-47.036083,1843.77,12.42,-23.7652,-25.5859,96.262,67.4578,4.4518
2025-02-01,785.1275,785.095,-24.5952,-24.5188,75.7455,91.114,0.6326,,,,9.9769,9.5812,56.7558,170.6765,7.1415,4.6811,1.3387,-8.1542,28.5938,36.9819,28.1889,28.1785,,186.4162,219.526,0.6782,-23.7999,-7.3792,,-14.9593,,4.013,3.8265,2.8855,2.7518,,,7.4394,7.4394,0.0,0.0,19.0,19.38,-18.8049,-17.499,-15.1297,-13.8614,-12.5735,-11.6623,-11.1828,-10.4543,-9.5014,-8.9745,-8.9513,0.7263,1.2263,1.7263,2.2263,2.7263,3.2263,3.7263,4.7263,6.7263,8.7263,10.7263,-8.9596,-0.6794,6.0601,,67.000805,-47.0362,1847.17,67.000805,-47.036186,1844.07,12.7,-22.7831,-24.5853,94.238,74.2767,4.7095
2025-03-01,791.7581,791.7867,-21.2688,-21.1751,80.1196,93.1651,0.8804,,,,8.106,7.6348,67.7578,179.7694,6.5114,2.6629,0.027,-6.7092,102.4121,105.2298,96.0515,86.8807,,194.5015,231.0774,0.6447,-20.5519,-6.5971,,-11.5269,,3.9677,3.8087,2.8494,2.7357,,,7.4565,7.4565,1.0,0.0,,,-17.0957,-16.4546,-14.6679,-13.7469,-12.7566,-12.0569,-11.6553,-10.9926,-9.9597,-9.2617,-9.0916,0.7434,1.2434,1.7434,2.2434,2.7434,3.2434,3.7434,4.7434,6.7434,8.7434,10.7434,-9.155,-0.6794,6.0601,,67.000805,-47.036302,1847.75,67.000807,-47.036289,1844.37,13.6,-19.3817,-21.2494,94.9248,77.9533,2.6341
2025-04-01,800.6194,800.9591,-15.7878,-15.6916,77.5656,87.2937,1.2444,,,,8.465,7.989,62.9212,178.6492,6.9537,3.5551,0.175,-7.423,208.5194,218.405,183.854,180.9545,0.8201,203.9953,250.1641,0.4922,-15.3651,-14.5275,,-8.5033,,3.8984,3.7829,2.816,2.7331,,,7.4711,7.4711,6.8,0.0,,,-15.4159,-15.329,-13.9791,-13.3322,-12.6008,-12.1144,-11.8042,-11.2818,-10.3299,-9.5606,-9.2739,0.758,1.258,1.758,2.258,2.758,3.258,3.758,4.758,6.758,8.758,10.758,-9.3824,-0.6794,6.0601,,67.000804,-47.036405,1846.71,67.00081,-47.036396,1844.69,14.17,-13.9056,-15.8029,88.3373,70.4356,3.5537
2025-05-01,802.3537,801.7831,-10.3814,-10.3475,80.0338,85.9337,1.9266,,,,7.3865,7.0827,108.0007,171.1275,4.938,-1.6045,0.7109,-4.5538,333.443,340.9017,301.3231,301.2976,0.8633,205.7575,270.7827,0.4151,-10.024,-18.8218,,-5.8103,,3.7498,3.6768,2.6565,2.605,,,7.5876,7.5876,0.0,0.0,,,-11.9711,-11.2696,-11.6639,-11.9649,-11.9641,-11.95,-11.8048,-11.4955,-10.7334,-9.9266,-9.5283,0.4267,0.925,1.425,1.925,2.425,2.925,3.425,4.425,6.425,8.425,10.425,-9.6021,-1.2111,4.6941,,67.00081,-47.036506,1846.0,67.000813,-47.036503,1845.0,14.29,-8.2578,-10.3872,86.8888,123.7377,-1.2973
2025-06-01,804.6179,802.7907,-3.8852,-3.8876,84.0295,86.4736,3.1019,,,,5.469,5.1317,147.3312,144.0251,2.2624,-3.5283,2.358,-3.2486,347.98,350.6807,281.43,281.43,0.802,247.5843,298.675,0.4911,-3.774,-19.6976,,-0.7836,,3.6799,3.6534,2.6207,2.6018,,,7.6013,7.6013,1.4,1.3358,,,-5.5554,-3.7668,-5.8582,-7.4462,-8.9326,-10.1353,-10.7176,-11.1644,-10.8898,-10.2013,-9.7715,,0.5173,1.0173,1.5173,2.0173,2.5173,3.0173,4.0173,6.0173,8.0173,10.0173,-9.7754,-1.6658,3.2138,205.35,67.000815,-47.036607,1845.37,67.000816,-47.03661,1845.31,14.23,-1.5991,-3.912,83.75,153.354,-3.1536
2025-07-01,805.4598,803.7304,-0.5371,-0.5511,91.2765,92.1003,4.222,,,,5.7078,5.3056,162.3123,156.2253,1.1636,-3.6488,1.5645,-3.5515,297.3486,300.0625,231.0646,231.0646,0.7729,272.2081,311.4934,0.6168,-1.2103,-5.5611,,7.4903,,3.8902,3.8865,2.7753,2.7728,,,7.3983,7.3983,25.4,28.7022,,,-1.4518,-0.5878,-0.1015,-0.6799,-1.7363,-3.1287,-3.9827,-7.6819,-10.3413,-10.2108,-9.8965,,0.3148,0.8143,1.3143,1.8143,2.3143,2.8143,3.8143,5.8143,7.8143,9.8143,-9.8724,-1.5064,3.2036,205.56,67.00082,-47.036708,1845.35,67.000819,-47.036717,1845.62,14.06,0.9687,-0.6325,89.4155,162.2187,-3.5143
2025-08-01,806.1598,804.4289,-3.0835,-3.0927,92.1387,94.463,3.5955,,,,5.3482,4.9088,174.9434,166.0199,0.2963,-3.3482,0.8277,-3.3246,205.7787,208.46,171.8514,171.8514,0.8282,274.6794,301.7995,0.7565,-3.162,-4.9823,,2.9563,,4.2212,4.197,3.1149,3.0971,,,7.0808,7.0808,19.6,20.391,16.2,16.8349,-3.717,-2.6227,-0.0621,0.0749,0.0791,-0.0401,-0.0377,-3.0278,-7.7703,-9.4953,-9.7988,,,0.4968,0.9968,1.4968,1.9968,2.4968,3.4968,5.4968,7.4968,9.4968,-9.8827,-1.4416,3.1547,205.13,67.000821,-47.036814,1845.43,67.000822,-47.036826,1845.94,13.96,-1.7692,-3.1524,90.9859,178.3161,-3.2144
2025-09-01,802.6884,801.0337,-9.3352,-9.3334,87.3325,94.3302,2.1455,,,,6.9481,6.4208,138.1415,135.2432,3.7478,-4.1831,3.5779,-3.6084,132.0358,140.959,122.034,122.034,,231.9949,273.8851,0.5442,-9.313,-6.6988,,2.0751,,4.2406,4.1674,3.173,3.1182,,,7.0856,7.0856,0.0,,0.0,,-7.6084,-7.5349,-3.4044,-1.5074,-0.3679,-0.1458,-0.3029,-2.3933,-6.1036,-8.2694,-9.2658,,,0.5016,1.0016,1.5016,2.0016,2.5016,3.5016,5.5016,7.5016,9.5016,-9.5149,-1.6938,3.1227,204.68,67.000824,-47.036926,1845.4,67.000825,-47.036933,1846.25,13.9,-8.2898,-9.3486,,156.0995,-3.6376
2025-10-01,802.056,800.498,-14.9799,-14.9379,92.0952,102.0088,1.607,,,,6.0665,5.6064,169.153,162.2119,0.6007,-3.1351,1.0087,-3.1439,44.0461,44.4649,41.4075,41.3747,,238.4747,254.3504,0.8545,-14.5343,-0.7887,,-7.365,,4.2127,4.0936,3.0845,2.9979,,,7.1826,7.1826,0.0,0.0,0.0,0.0,-12.1093,-10.9192,-7.3599,-5.7129,-4.0335,-3.195,-2.7039,-3.1275,-5.3751,-7.3538,-8.6428,,0.1121,0.5986,1.0986,1.5986,2.0986,2.5986,3.5986,5.5986,7.5986,9.5986,-8.9,-1.7069,0.3054,203.99,67.000828,-47.037037,1844.36,67.000828,-47.03704,1846.56,13.29,-13.8237,-14.9866,,165.1049,-3.0626
2025-11-01,801.8358,800.2871,-15.4548,-15.4186,84.2609,95.4796,1.3145,,,,8.6387,8.0686,136.1019,133.0209,5.6335,-5.8544,5.5266,-5.1574,8.3935,8.0996,8.898,8.9366,,216.6875,248.912,0.6369,-15.6434,-2.2462,,4.4062,,4.1178,3.999,3.0105,2.9239,,,7.2671,7.2671,0.0,0.0,0.0,0.0,-14.0029,-12.5028,-9.4511,-7.9494,-6.418,-5.5804,-4.943,-4.7495,-5.5586,-6.8762,-8.1285,,0.1831,0.6831,1.1831,1.6831,2.1831,2.6831,3.6831,5.6831,7.6831,9.6831,-8.3268,-1.801,-0.8916,203.73,67.000834,-47.037139,1843.61,67.000831,-47.037147,1846.87,12.71,-14.5115,-15.4803,,134.3334,-5.0925
2025-12-01,793.2985,791.8073,-20.7688,-20.7306,84.5535,98.7957,0.928,,,,10.9613,10.4087,136.7263,132.8603,6.8626,-7.2891,6.9846,-6.4815,0.8918,0.8496,1.0717,1.0717,,194.8133,231.0164,0.6156,-20.5001,-1.8602,,-5.5979,,4.1227,3.9567,2.9848,2.8684,,,7.3152,7.3152,0.0,0.0,1.4,0.816,-18.6278,-16.8359,-13.1676,-11.176,-9.013,-7.6996,-6.6948,-6.1116,-6.1107,-6.8147,-7.8226,,0.2317,0.7313,1.2313,1.7313,2.2313,2.7313,3.7313,5.7313,7.7313,9.7313,-7.9593,-2.0395,-1.2142,205.26,67.000839,-47.037244,1843.88,67.000834,-47.037254,1847.18,12.53,-19.4458,-20.7929,,139.833,-6.3069
2026-01-01,796.5042,793.3849,-18.036,-17.987,82.9721,97.1753,1.0284,,,,11.9427,11.1896,128.288,122.7913,8.9865,-7.094,8.9262,-5.7506,5.6833,4.3557,5.1046,5.1046,,194.8075,238.6674,0.4813,-18.1857,-0.2243,,5.8203,,4.0791,3.9416,2.9476,2.8487,,,7.3341,7.3341,0.0,0.0,0.0,0.0,-17.1604,-16.089,-13.276,-11.8867,-10.2751,-9.1557,-8.1841,-7.4407,-6.8286,-7.0009,-7.7058,,0.2501,0.7501,1.2501,1.7501,2.2501,2.7501,3.7501,5.7501,7.7501,9.7501,-7.7936,-2.0277,-2.0104,205.64,67.000841,-47.037349,1844.06,67.000838,-47.037362,1847.5,12.53,-16.9198,-17.9641,88.1416,127.8096,-5.7428
2026-02-01,795.6654,793.339,-28.1945,-28.1012,83.8582,103.4386,0.5294,,,,8.9465,8.392,140.8125,135.9297,5.0595,-6.2064,5.2755,-5.4496,44.8995,37.5846,33.3075,31.0473,,158.6008,203.0765,0.5607,-28.5794,,,,,4.1662,3.9435,2.9922,2.8328,,,7.3414,7.3414,,,,,-25.606,-22.7208,-14.7848,-14.1882,-11.8416,-10.3503,-9.1927,-8.3501,-7.4883,-7.3081,-7.7408,,0.2574,0.7574,1.2574,1.7574,2.2574,2.7574,3.7574,5.7574,7.7574,9.7574,-7.7934,-2.2923,-2.2383,204.5,67.000843,-47.037454,1844.43,67.00084,-47.037466,1847.8,13.22,-27.2103,-28.1914,,138.953,-5.4535
2026-03-01,783.5701,781.687,-30.4847,-30.4224,83.4779,107.4473,0.3898,,,,8.2035,7.6819,139.6519,131.9441,4.45,-5.2383,4.98,-4.4752,110.4603,97.6,92.3629,84.5866,,162.5428,200.4795,0.6756,-29.2253,-0.8292,,-24.206,,4.1448,3.9049,2.9906,2.818,,,7.3667,7.3667,0.2,,,,-27.0132,-25.6045,,,-15.2076,-12.9215,-11.119,-9.7283,-8.2151,-7.6794,-7.8693,,0.2827,0.7827,1.2827,1.7827,2.2827,2.7827,3.7827,5.7827,7.7827,9.7827,-7.8908,-2.3456,-2.1649,202.3,67.000844,-47.037558,1844.4,67.000843,-47.037569,1848.1,14.21,-27.9812,-30.3562,,142.3118,-4.4166
2026-04-01,,,,,84.9661,106.6278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
