time,p_u,t_u,rh_u,rh_u_wrt_ice_or_water,qh_u,wspd_u,wdir_u,wspd_x_u,wspd_y_u,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dshf_u,z_boom_u,z_boom_cor_u,z_stake,z_stake_cor,z_pt,z_surf_combined,z_ice_surf,snow_height,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,d_t_i_1,d_t_i_2,d_t_i_3,d_t_i_4,d_t_i_5,d_t_i_6,d_t_i_7,d_t_i_8,t_i_10m,tilt_x,tilt_y,gps_lat,gps_lon,gps_alt,lat,lon,alt,batt_v,t_rad,t_i,rh_i_wrt_ice_or_water,wdir_i,wspd_y_i
2008-07-01,,,77.4196,77.4673,,,,,,,,,,0.6184,,,,,,,2.5541,2.5606,0.9043,0.9066,,-0.0253,,,-3.9283,-9.5672,-13.2613,-15.6187,-16.76,-17.473,-17.507,-17.1367,,,,,,,,,,,,79.833908,-25.170451,868.95,,,,13.88,,,,,
2008-08-01,908.0006,-1.623,79.9926,81.4119,3.0441,4.5606,287.5379,-3.6806,1.1632,214.0122,207.0626,139.7253,139.7253,0.6631,250.1635,300.2641,0.388,-3.233,-8.4562,21.1259,2.4953,2.4878,1.1274,1.1238,18.1909,-0.2426,-0.2433,0.0007,-3.5256,-7.3959,-10.6317,-13.2191,-14.8915,-16.209,-16.7137,-17.0793,0.7281,1.7281,2.7281,3.7281,4.7281,5.7281,6.7281,9.7281,-17.1157,-6.8707,-2.4423,79.833912,-25.170416,868.31,79.833911,-25.170417,867.14,14.01,-0.4902,-1.6112,81.5407,279.8598,1.1579
2008-09-01,903.7312,-9.5447,82.6022,89.5655,1.7644,4.7617,294.8022,-2.8165,1.3015,69.0018,62.9866,49.4954,49.4981,,239.78,268.4244,0.6386,-10.7227,-0.0702,14.7558,2.4181,2.376,1.0873,1.0686,18.111,-0.1884,-0.2781,0.0897,-7.4933,-8.4226,-9.903,-11.6607,-13.1402,-14.639,-15.4693,-16.7444,0.7824,1.7824,2.7824,3.7824,4.7824,5.7824,6.7824,9.7824,-16.8305,-7.1983,-2.6162,79.833917,-25.170365,867.15,79.833918,-25.170371,867.14,13.5,-9.2723,-9.5413,90.5222,269.1044,1.286
2008-10-01,899.8811,-22.2627,74.6477,88.765,0.6234,5.3881,283.586,-4.3877,1.0604,5.6078,4.48,4.748,4.748,,174.7046,212.9678,0.4702,-25.5447,1.9093,40.2537,2.2365,2.1427,0.8339,0.7993,18.0412,0.063,-0.2782,0.3411,-11.2941,-10.8078,-11.0164,-11.8728,-12.718,-13.8567,-14.5951,-16.2404,1.0337,2.0337,3.0337,4.0337,5.0337,6.0337,7.0337,10.0337,-16.2218,-7.3846,-2.7161,79.833925,-25.170318,865.88,79.833924,-25.170325,867.13,12.76,-22.5838,-22.2562,90.1623,273.3431,1.0547
2008-11-01,903.4157,-26.4912,75.2456,95.6343,0.3919,6.448,300.2539,-5.0541,2.9479,0.0,0.0,0.0,0.0,,184.8432,204.3647,0.7162,-28.0973,1.56,28.5951,2.2726,2.1593,0.9183,0.8726,18.0325,0.0181,-0.2782,0.2962,-15.9787,-13.9968,-12.8491,-12.938,-13.1274,-13.7905,-14.2554,-15.8045,0.9888,1.9888,2.9888,3.9888,4.9888,5.9888,6.9888,9.9888,-15.8105,-7.443,-2.7573,79.83393,-25.170196,867.17,79.83393,-25.170279,867.13,12.49,-26.811,-26.4847,95.7303,288.5789,2.9723
2008-12-01,896.2838,-26.9231,73.6436,93.6727,0.3792,5.4895,288.383,-4.071,1.3529,0.0,0.0,0.0,0.0,,179.1162,202.3855,0.6658,-28.689,1.0037,26.8283,2.1968,2.0853,0.7984,0.7579,17.936,0.1115,-0.2782,0.3897,-18.7367,-16.7026,-14.8953,-14.5474,-14.1495,-14.2884,-14.388,-15.5303,1.0822,2.0822,3.0822,4.0822,5.0822,6.0822,7.0822,10.0822,-15.5019,-7.4449,-2.747,79.833945,-25.170195,867.04,79.833937,-25.170233,867.13,12.37,-27.2373,-26.9261,94.1519,272.5654,1.35
2009-01-01,895.3248,-27.8803,72.3896,91.1842,0.3662,4.9046,280.1351,-4.2145,0.7534,,,,,,,,,,,,2.1538,2.0403,0.8064,0.7636,17.9254,0.1322,-0.2782,0.4103,-20.3358,-18.253,-16.2175,-15.8894,-15.2418,-15.0475,-14.8397,-15.4457,1.1029,2.1029,3.1029,4.1029,5.1029,6.1029,7.1029,10.1029,-15.4247,-7.4531,-2.7477,79.833948,-25.170227,867.37,79.833943,-25.170187,867.12,12.24,-28.1968,-27.8835,91.7889,267.722,0.7443
2009-02-01,904.7897,-30.5482,74.9859,98.6385,0.2734,4.431,274.0116,-3.0224,0.212,,,,,,,,,,,,2.102,1.9808,0.6778,0.6387,17.7225,0.2249,-0.2782,0.5031,-20.8651,-19.2401,-17.1922,-16.949,-16.1664,-15.7715,-15.3599,-15.5072,1.1957,2.1957,3.1957,4.1957,5.1957,6.1957,7.1957,10.1957,-15.4978,-7.4851,-2.7888,79.833948,-25.170178,867.44,79.83395,-25.170142,867.12,12.15,-30.7702,-30.5311,98.965,264.8585,0.1711
2009-03-01,905.3209,-30.9956,70.4016,93.1929,0.2447,4.8374,282.5559,-4.138,0.9216,,,,,,163.9976,189.7848,0.6275,-32.5474,1.0468,29.5702,2.0632,1.9423,0.6715,0.6321,16.5634,0.2461,-0.2782,0.5243,-21.9542,-20.1728,-17.9081,-17.7465,-16.917,-16.4265,-15.8878,-15.6588,1.2168,2.2168,3.2168,4.2168,5.2168,6.2168,7.2168,10.2168,-15.6754,-7.4876,-2.7858,79.833945,-25.170058,862.51,79.833956,-25.170098,867.11,12.91,-30.9,-30.9964,94.0163,276.7293,0.9314
2009-04-01,907.5379,-26.0505,63.3834,79.4233,0.3581,4.5954,276.9122,-4.081,0.4947,216.4063,202.5038,168.904,168.904,,153.4111,203.1313,0.352,-28.2534,-0.2958,33.7304,2.0037,1.9054,0.6848,0.6512,15.658,0.2568,-0.2782,0.5349,-22.2601,-20.8055,-18.5663,-18.5068,-17.637,-17.0663,-16.4214,-15.8644,1.2275,2.2275,3.2275,4.2275,5.2275,6.2275,7.2275,10.2275,-15.9066,-7.4102,-2.7395,79.83396,-25.170037,865.58,79.833962,-25.170052,867.11,14.52,-24.8553,-26.0468,82.7098,270.7819,0.4881
2009-05-01,905.0554,-9.466,73.6373,79.5326,1.5965,4.4581,282.6921,-2.9558,0.6657,304.9498,303.2812,252.6592,252.6592,0.848,222.2586,268.8653,0.4498,-10.5131,-9.3966,15.7234,1.8316,1.7993,0.4777,0.4692,15.5758,0.4005,-0.2782,0.6786,-19.8367,-19.9146,-18.3557,-18.8337,-18.1346,-17.6066,-16.9179,-16.1103,1.3712,2.3712,3.3712,4.3712,5.3712,6.3712,7.3712,10.3712,-16.2112,-7.1713,-2.608,79.833967,-25.170001,867.06,79.833969,-25.170006,867.11,14.58,-7.2425,-9.4613,80.0697,259.018,0.6882
2009-06-01,913.8038,-4.6496,78.2459,81.2818,2.3663,4.2996,303.8017,-2.5938,1.7365,356.7409,355.7714,294.6882,294.6882,0.8386,244.86,291.0454,0.4754,-5.2237,-14.0959,9.7606,1.7231,1.7082,0.447,0.4431,15.3569,0.4369,-0.2782,0.715,-16.7824,-17.8092,-16.9051,-18.2298,-17.9951,-17.7565,-17.1924,-16.3291,1.4076,2.4076,3.4076,4.4076,5.4076,6.4076,7.4076,10.4076,-16.4463,-7.1028,-2.5645,79.833974,-25.16996,867.84,79.833975,-25.16996,867.1,14.55,-1.9406,-4.6495,81.6612,273.431,1.7985
2009-07-01,917.4179,0.9448,80.9931,81.2955,3.6404,4.463,278.9297,-3.0629,0.4813,318.421,318.5089,223.5107,223.5107,0.6962,263.6545,313.022,0.4025,-0.6265,-11.631,23.5349,2.0034,2.0072,0.7311,0.7327,15.8378,0.148,-0.2782,0.4261,-10.0711,-14.1934,-14.6434,-17.0175,-17.3345,-17.4744,-17.1313,-16.4597,1.1187,2.1187,3.1187,4.1187,5.1187,6.1187,7.1187,10.1187,-16.4926,-6.7607,-2.3581,79.833981,-25.169921,868.15,79.833981,-25.169914,867.1,14.21,2.9994,0.9511,81.9591,261.9084,0.4988
2009-08-01,911.9661,-2.3892,80.248,81.8998,2.8728,3.5351,277.2199,-3.1148,0.3946,210.0747,207.7931,148.5243,148.5243,0.7001,248.9554,297.9393,0.4118,-3.6894,-7.7515,14.3832,2.264,2.2541,1.0289,1.0244,16.6094,-0.144,-0.2782,0.1341,-3.5935,-7.8487,-9.2936,-13.8303,-15.4315,-16.3931,-16.5612,-16.2282,0.8267,1.8267,2.8267,3.8267,4.8267,5.8267,6.8267,9.8267,-16.2088,-3.0585,-1.7534,79.833986,-25.169874,867.94,79.833988,-25.169868,867.09,13.98,-0.9874,-2.3802,82.4836,265.964,0.4095
2009-09-01,900.0126,-12.2768,81.7237,90.8636,1.4165,5.5304,304.1347,-3.8491,2.6094,71.0242,67.7024,58.4886,58.4886,,229.3124,258.2996,0.6268,-13.2585,0.2871,23.1055,2.1934,2.1432,0.9605,0.9385,15.6982,-0.0865,-0.2782,0.1917,-8.3306,-8.7191,-8.2685,-11.8438,-13.4633,-14.861,-15.4451,-16.0269,0.8843,1.8843,2.8843,3.8843,4.8843,5.8843,6.8843,9.8843,-16.0449,-2.3787,-1.9209,79.833992,-25.169826,867.2,79.833994,-25.169822,867.09,13.51,-12.0712,-12.2715,89.8632,287.7044,2.6049
2009-10-01,907.591,-20.5269,79.3786,94.4979,0.7193,6.4121,297.4417,-5.0886,2.6424,6.6371,5.5928,5.4616,5.4616,,196.4252,225.1745,0.6135,-22.0936,2.6835,32.4141,2.1022,2.0212,0.8465,0.8139,14.9074,0.0374,-0.2782,0.3156,-11.8636,-11.2838,-9.6627,-12.1996,-13.0884,-14.1045,-14.6096,-15.5422,1.0081,2.0081,3.0081,4.0081,5.0081,6.0081,7.0081,10.0081,-15.5396,-2.4497,-2.0187,79.834002,-25.169764,865.51,79.834001,-25.169776,867.09,12.86,-20.8023,-20.5191,94.0136,284.5735,2.6523
2009-11-01,900.5512,-26.6391,72.4702,92.1792,0.3766,5.6794,281.9236,-4.8254,1.0189,0.001,0.001,0.0015,0.0015,,174.5662,202.1097,0.6025,-28.7077,1.7667,35.6655,2.0622,1.9589,0.8403,0.7982,14.5179,0.0752,-0.2782,0.3534,-15.8081,-14.0008,-11.3381,-13.1917,-13.4957,-14.0742,-14.3302,-15.074,1.0459,2.0459,3.0459,4.0459,5.0459,6.0459,7.0459,10.0459,-15.0633,-2.4883,-2.0333,79.834007,-25.169717,863.28,79.834007,-25.16973,867.08,12.56,-26.9656,-26.6418,92.7778,274.7012,1.0013
2009-12-01,912.5245,-23.3411,74.3018,89.1682,0.5645,5.753,276.0463,-4.6581,0.4934,0.0,0.0,0.0,0.0,,191.8934,219.1497,0.6268,-23.8495,0.9077,31.0793,1.9834,1.8963,0.8337,0.797,14.5221,0.1087,-0.2782,0.3869,-17.8341,-16.2152,-13.2145,-14.6085,-14.4029,-14.5333,-14.481,-14.8416,1.0794,2.0794,3.0794,4.0794,5.0794,6.0794,7.0794,10.0794,-14.8324,-2.4532,-2.0208,79.834024,-25.169721,867.29,79.834013,-25.169684,867.08,12.4,-23.6496,-23.3513,93.2571,265.6822,0.5323
2010-01-01,900.9844,-29.7519,66.8408,84.1702,0.3005,5.501,273.4437,-4.5267,0.2724,0.0,0.0,0.0,0.0,,160.9174,192.5643,0.5529,-31.7439,0.4242,36.5985,2.0188,1.905,0.8145,0.7686,14.3773,0.1185,-0.2782,0.3967,-19.7176,-17.6452,-14.3856,-15.6925,-15.2892,-15.1638,-14.8795,-14.79,1.0893,2.0893,3.0893,4.0893,5.0893,6.0893,7.0893,10.0893,-14.7926,-2.482,-2.0866,79.834022,-25.169657,865.32,79.83402,-25.169638,867.08,12.22,-30.0621,-29.7265,88.0091,262.4965,0.2595
2010-02-01,912.305,-27.0769,72.3485,90.1142,0.3884,4.7815,275.1704,-3.6091,0.3266,,,,,,,,,,,,1.9756,1.8749,0.8102,0.7688,14.4326,0.1332,-0.2782,0.4114,-21.074,-19.1555,-15.8122,-16.8397,-16.1827,-15.8232,-15.3487,-14.8827,1.104,2.104,3.104,4.104,5.104,6.104,7.104,10.104,-14.8992,-2.4736,-2.0458,79.834023,-25.169612,866.01,79.834026,-25.169594,867.07,12.09,-27.3701,-27.0741,94.3456,267.6539,0.3088
2010-03-01,909.1162,-29.9547,69.3487,91.7258,0.2552,4.9891,278.9853,-4.2512,0.6722,69.0997,63.1441,49.55,49.55,,160.5218,192.1535,0.5534,-31.6091,1.5407,34.0566,1.9591,1.8484,0.8064,0.7609,14.4026,0.1509,-0.2782,0.4291,-22.4826,-20.3987,-16.953,-17.8124,-17.0258,-16.5131,-15.8896,-15.0591,1.1216,2.1216,3.1216,4.1216,5.1216,6.1216,7.1216,10.1216,-15.0925,-2.4902,-2.0832,79.834035,-25.169508,866.77,79.834032,-25.169549,867.07,12.89,-29.8322,-29.9425,93.4829,270.3167,0.6956
2010-04-01,908.8215,-19.8609,74.9362,88.1781,0.735,4.8319,292.7871,-3.9138,1.6442,182.2508,178.4744,148.93,148.93,,186.4188,226.8251,0.4805,-21.5839,0.0578,26.4162,1.8092,1.7416,0.6295,0.6057,14.5719,0.2813,-0.2782,0.5595,-21.9361,-20.8237,-17.7984,-18.6975,-17.8536,-17.2323,-16.4824,-15.3267,1.252,2.252,3.252,4.252,5.252,6.252,7.252,10.252,-15.4247,-2.423,-2.0078,79.834036,-25.169513,866.44,79.834039,-25.169503,867.06,14.38,-18.8703,-19.855,87.3269,285.5044,1.6391
2010-05-01,914.7471,-10.0751,77.6745,84.2484,1.5954,4.7987,293.6279,-2.8779,1.259,297.557,296.0305,247.6136,247.6136,0.8374,226.5355,267.2752,0.5204,-10.9678,-5.4828,12.3794,1.7039,1.6719,0.4575,0.4487,14.7519,0.3941,-0.2782,0.6723,-19.5656,-19.6143,-17.3307,-18.7963,-18.2322,-17.7344,-16.9859,-15.6293,1.3648,2.3648,3.3648,4.3648,5.3648,6.3648,7.3648,10.3648,-15.7947,-2.354,-1.9313,79.834046,-25.169469,867.61,79.834045,-25.169457,867.06,14.6,-7.8305,-10.0797,84.9508,273.3198,1.3498
2010-06-01,911.6634,-1.8639,80.3525,81.5837,3.0084,3.6563,288.5018,-2.769,0.9266,372.7751,372.2864,289.3392,289.3392,0.7789,247.0126,302.3631,0.3656,-2.7927,-13.2168,12.2335,1.7173,1.7116,0.467,0.4657,15.0028,0.4152,-0.2782,0.6933,-15.9199,-17.5139,-16.0167,-18.179,-18.0379,-17.8253,-17.2196,-15.8879,1.3859,2.3859,3.3859,4.3859,5.3859,6.3859,7.3859,10.3859,-16.0604,-2.3028,-1.8816,79.834052,-25.169421,868.02,79.834051,-25.169412,867.06,14.49,1.2567,-1.8749,81.6716,273.8896,0.9008
2010-07-01,906.7049,0.8516,78.9268,79.1458,3.5461,4.2793,279.6172,-3.7256,0.6313,344.896,344.2042,217.0639,217.0667,0.623,247.8816,311.123,0.243,-0.8179,-13.5584,21.4232,2.1573,2.1606,0.9631,0.9645,14.9601,-0.0838,-0.2782,0.1943,-5.1864,-10.9278,-11.8897,-16.0899,-16.9705,-17.3667,-17.0783,-16.05,0.8869,1.8869,2.8869,3.8869,4.8869,5.8869,6.8869,9.8869,-16.0161,-2.0198,-1.9918,79.834058,-25.169383,869.05,79.834058,-25.169366,867.05,14.17,2.9848,0.8572,79.3574,272.1081,0.6428
2010-08-01,910.7827,-2.9892,80.2443,82.3396,2.7535,4.2468,283.9631,-3.5219,0.8757,232.1084,226.8813,160.9734,160.8937,0.6932,242.6421,295.1029,0.3745,-4.2688,-9.7268,17.0195,2.204,2.1919,1.1068,1.1007,14.8532,-0.2202,-0.2782,0.0579,-2.8909,-6.5184,-7.356,-12.6155,-14.5374,-15.8554,-16.1964,-16.0162,0.7505,1.7505,2.7505,3.7505,4.7505,5.7505,6.7505,9.7505,-16.0017,-2.0718,-3.2968,79.834062,-25.169335,868.36,79.834064,-25.169319,867.05,14.0,-1.6246,-2.979,83.4018,276.8891,0.852
2010-09-01,909.8504,-13.2245,80.1893,89.5316,1.3004,3.7151,262.8597,-2.9339,-0.3675,77.6149,72.0659,62.9283,62.9275,,226.0255,251.612,0.6499,-15.0463,0.0566,19.1378,2.1433,2.0906,1.0897,1.0629,15.1854,-0.1999,-0.2782,0.0783,-7.9593,-8.0937,-6.9493,-11.1251,-12.8112,-14.2968,-14.9623,-15.6658,0.7708,1.7708,2.7708,3.7708,4.7708,5.7708,6.7708,9.7708,-15.719,-2.165,-3.6564,79.83407,-25.16928,867.89,79.834071,-25.169273,867.05,13.75,-12.7969,-13.2134,89.5702,259.8213,-0.3551
2010-10-01,906.9126,-20.0963,76.0178,90.6364,0.7014,5.4586,287.3217,-4.4881,1.3998,,,,,,,,,,,,2.1717,2.09,1.1158,1.0738,14.782,-0.2042,-0.2782,0.074,-13.934,-12.0428,-9.1554,-11.8397,-12.631,-13.6353,-14.1584,-15.1577,0.7666,1.7666,2.7666,3.7666,4.7666,5.7666,6.7666,9.7666,-15.2355,-2.2362,-3.7292,79.834079,-25.169225,866.52,79.834077,-25.169227,867.04,13.08,-20.363,-20.0822,90.9573,279.7213,1.3939
2010-11-01,906.4872,-24.4408,72.1863,87.8979,0.4869,5.5873,272.6746,-5.2012,0.243,0.0,0.0,0.0,0.0,,175.354,209.0352,0.5287,-26.6894,2.1031,42.933,2.1998,2.0986,1.1145,1.0632,14.492,-0.2042,-0.2782,0.074,-19.8181,-16.468,-12.3343,-13.728,-13.5979,-13.9161,-14.0449,-14.7481,0.7665,1.7665,2.7665,3.7665,4.7665,5.7665,6.7665,9.7665,-14.8028,-2.3048,-3.7473,79.834083,-25.169177,864.56,79.834084,-25.169182,867.04,12.57,-24.8265,-24.4674,90.5649,268.3317,0.2584
2010-12-01,910.4887,-23.698,74.1905,89.9015,0.5316,6.7177,289.2517,-5.5751,1.9471,0.0,0.0,0.0,0.0,,184.7711,214.3081,0.5936,-25.1577,1.4267,32.9211,2.1761,2.0791,1.1027,1.0536,14.452,-0.1904,-0.2782,0.0877,-20.7761,-18.6915,-14.9143,-15.8639,-15.1492,-14.8593,-14.5313,-14.5829,0.7803,1.7803,2.7803,3.7803,4.7803,5.7803,6.7803,9.7803,-14.5863,-2.293,-3.7738,79.834099,-25.169151,867.78,79.83409,-25.169136,867.03,12.43,-24.0485,-23.6982,91.5231,278.1297,1.9938
2011-01-01,903.6469,-27.5524,69.0216,86.4163,0.3575,5.8736,281.0339,-4.846,0.945,0.0,0.0,0.0,0.0,,169.8834,199.2531,0.5847,-29.6532,0.9282,35.8644,2.1879,2.0742,1.1184,1.0602,14.3414,-0.1908,-0.2782,0.0874,-22.8857,-20.1615,-16.2861,-17.1659,-16.343,-15.8297,-15.2466,-14.662,0.7799,1.7799,2.7799,3.7799,4.7799,5.7799,6.7799,9.7799,-14.6194,-2.3103,-3.8088,79.834095,-25.169081,863.36,79.834096,-25.169089,867.03,12.26,-27.9043,-27.5628,89.691,272.3687,0.9492
2011-02-01,894.8269,-27.0449,67.4893,85.2237,0.3574,6.1386,253.4198,-4.125,-1.2282,0.8104,0.642,0.8319,0.8319,,170.9931,200.897,0.5703,-29.1203,0.4088,37.5574,2.1375,2.0284,1.1133,1.0565,14.2808,-0.1676,-0.2782,0.1105,-25.0792,-22.3976,-18.3578,-18.6705,-17.5085,-16.7255,-15.9364,-14.8841,0.8031,1.8031,2.8031,3.8031,4.8031,5.8031,6.8031,9.8031,-14.8156,-2.2737,-3.8062,79.834108,-25.168998,864.4,79.834103,-25.169045,867.03,12.11,-27.3337,-27.0394,86.4529,246.144,-1.2395
2011-03-01,894.5822,-27.3484,72.9714,93.5647,0.3543,7.2103,304.8476,-5.5384,3.8561,41.0638,35.7876,30.2856,30.2856,,174.6104,201.6923,0.6327,-28.7981,1.3213,26.8482,2.0879,1.9804,1.0991,1.0424,14.2386,-0.1377,-0.2782,0.1404,-25.5482,-23.3232,-19.5983,-19.8437,-18.6096,-17.6778,-16.7166,-15.1967,0.833,1.833,2.833,3.833,4.833,5.833,6.833,9.833,-15.1118,-2.3076,-3.7999,79.834114,-25.169042,866.7,79.834109,-25.169,867.02,12.43,-27.4036,-27.3477,94.6982,297.8591,3.8152
2011-04-01,893.5879,-25.7314,68.3192,84.1715,0.4237,4.7434,294.0971,-3.3726,1.5084,187.6205,180.013,148.2646,148.2646,,177.6005,207.5448,0.5971,-27.2283,-0.908,20.0446,1.9279,1.8333,0.9124,0.8674,14.2567,0.026,-0.2782,0.3041,-24.3935,-23.0649,-20.1439,-20.5288,-19.4175,-18.4923,-17.4602,-15.5954,0.9967,1.9967,2.9967,3.9967,4.9967,5.9967,6.9967,9.9967,-15.5953,-2.2752,-3.8386,79.834114,-25.16896,865.6,79.834115,-25.168955,867.02,14.12,-24.5176,-25.7323,85.5094,279.6657,1.5271
2011-05-01,913.0374,-11.6057,76.8941,84.8873,1.3884,4.646,299.7363,-3.1036,1.7729,297.2373,295.3135,248.6937,248.6937,0.8356,219.9431,260.5445,0.5183,-12.595,-4.6619,16.4038,1.6714,1.635,0.7131,0.6974,14.4344,0.2102,-0.2782,0.4883,-21.2682,-21.484,-19.6918,-20.4719,-19.705,-18.9745,-18.0055,-16.0207,1.1809,2.1809,3.1809,4.1809,5.1809,6.1809,7.1809,10.1809,-16.1403,-2.1831,-3.6418,79.834123,-25.168907,867.85,79.834122,-25.168909,867.01,14.65,-9.4802,-11.5965,84.3495,284.1525,1.7935
2011-06-01,916.9659,-2.293,77.3877,78.8603,2.8128,3.8793,284.0151,-3.4067,0.8503,389.487,388.7948,298.7143,298.7143,0.7614,233.3259,298.9127,0.2416,-3.4947,-14.0161,17.1867,1.58,1.5735,0.6856,0.6831,14.6667,0.198,-0.2782,0.4761,-16.8229,-18.8053,-17.9556,-19.5561,-19.3274,-18.9808,-18.2212,-16.3765,1.1687,2.1687,3.1687,4.1687,5.1687,6.1687,7.1687,10.1687,-16.4827,-2.102,-3.5357,79.834127,-25.168856,868.05,79.834128,-25.168863,867.01,14.53,0.687,-2.2963,78.8463,275.9217,0.848
2011-07-01,912.2548,0.7522,83.4328,83.6515,3.6967,3.7385,285.1873,-2.7846,0.7559,306.1588,305.1655,202.6685,202.6685,0.6603,268.8072,313.2588,0.4665,-0.5164,-9.6478,12.6768,2.0029,2.0057,1.0575,1.059,14.9074,-0.1786,-0.2802,0.1015,-4.9317,-10.9761,-12.7196,-16.8713,-17.8899,-18.3171,-17.9763,-16.5907,0.7921,1.7921,2.7921,3.7921,4.7921,5.7921,6.7921,9.7921,-16.4998,-2.0139,-3.5202,79.834134,-25.168837,868.55,79.834134,-25.168817,867.01,14.17,2.9367,0.7496,84.0101,273.8926,0.7368
2011-08-01,913.8258,-2.0796,84.1031,85.5744,3.0974,4.482,288.2859,-3.2446,1.0722,194.6165,193.5504,141.4905,141.6063,0.711,264.8291,301.0305,0.5595,-3.1351,-9.0544,14.8362,2.2058,2.1972,1.2579,1.2531,14.7562,-0.3709,-0.4021,0.0312,-2.609,-6.5471,-7.547,-12.9698,-15.0423,-16.4787,-16.8634,-16.5437,0.5998,1.5998,2.5998,3.5998,4.5998,5.5998,6.5998,9.5998,-16.4989,-0.7007,-2.2264,79.834141,-25.168788,868.41,79.834141,-25.16877,867.0,13.95,-0.954,-2.0768,86.166,271.0701,1.0486
2011-09-01,901.4603,-14.4571,71.674,81.3899,1.0381,4.9974,265.7677,-4.4395,-0.3285,84.375,79.2214,67.6525,67.6525,,200.2506,244.5407,0.4282,-16.6364,-1.2514,33.8388,2.152,2.0941,1.2247,1.1917,14.5101,-0.3257,-0.4155,0.0898,-8.3716,-8.3123,-7.3372,-11.4263,-13.2014,-14.7756,-15.4863,-16.1448,0.645,1.645,2.645,3.645,4.645,5.645,6.645,9.645,-16.2236,-0.6229,-2.092,79.834146,-25.168733,865.66,79.834147,-25.168725,867.0,13.92,-14.1757,-14.4503,81.3457,262.1349,-0.3066
2011-10-01,904.3296,-21.5911,75.489,91.926,0.5978,5.1212,288.4033,-4.3295,1.4405,,,,,,,,,,,,2.1678,2.0801,1.2343,1.1844,14.3867,-0.316,-0.4155,0.0995,-14.7275,-12.7335,-9.9186,-12.3328,-13.0877,-14.0912,-14.6199,-15.5954,0.6547,1.6547,2.6547,3.6547,4.6547,5.6547,6.6547,9.6547,-15.7077,-0.6418,-2.1541,79.834155,-25.168684,865.25,79.834154,-25.168679,867.0,12.72,-21.8413,-21.592,91.9658,282.7345,1.4087
2011-11-01,895.8225,-24.2225,74.805,92.4708,0.497,6.0429,293.8478,-4.3699,1.9317,0.0,0.0,0.0059,0.0059,,188.2111,210.3621,0.6828,-26.3378,1.2288,28.1993,2.1775,2.0783,1.1261,1.0748,14.4228,-0.2617,-0.4155,0.1538,-18.539,-16.3021,-12.8135,-14.1945,-14.0966,-14.4082,-14.5189,-15.1704,0.709,1.709,2.709,3.709,4.709,5.709,6.709,9.709,-15.2347,-0.6448,-2.1851,79.834158,-25.168702,864.64,79.83416,-25.168633,866.99,12.49,-24.5217,-24.2223,93.0116,276.008,1.9534
2011-12-01,892.3121,-28.3508,73.618,93.9043,0.347,5.7273,291.6279,-4.4848,1.7782,,,,,,,,,,,,2.1097,1.9965,1.0724,1.0146,14.4615,-0.1887,-0.4155,0.2268,-20.2378,-18.1613,-14.7234,-15.8023,-15.3099,-15.1688,-14.9126,-14.9877,0.782,1.782,2.782,3.782,4.782,5.782,6.782,9.782,-14.9948,-0.6348,-2.2124,79.834166,-25.168607,864.63,79.834166,-25.168587,866.99,12.33,-28.6636,-28.3539,93.9255,282.3185,1.7519
2012-01-01,898.1622,-26.4983,76.9248,95.5929,0.442,4.9181,280.9779,-3.4319,0.6657,0.0,0.0,0.0,0.0,,188.0117,206.6475,0.7275,-27.5835,1.0429,19.8993,1.7425,1.6556,0.8334,0.7918,14.6269,0.0917,-0.4155,0.5072,-20.6265,-19.2166,-16.0475,-17.0531,-16.3861,-15.9927,-15.4898,-15.0258,1.0624,2.0624,3.0624,4.0624,5.0624,6.0624,7.0624,10.0624,-15.0386,-0.7021,-2.1967,79.834175,-25.168471,869.13,79.834173,-25.16854,866.98,12.2,-26.7406,-26.4902,95.1841,266.9937,0.6625
2012-02-01,895.5363,-28.9718,73.4762,95.0001,0.3199,5.7201,294.8297,-4.348,2.0118,,,,,,,,,,,,1.6851,1.5929,0.827,0.7817,14.7267,0.129,-0.4155,0.5445,-20.7052,-19.4127,-16.4738,-17.6408,-17.0475,-16.624,-16.0239,-15.1822,1.0997,2.0997,3.0997,4.0997,5.0997,6.0997,7.0997,10.0997,-15.2103,-0.7725,-2.2238,79.83418,-25.168477,862.9,79.834179,-25.168495,866.98,12.05,-29.2472,-28.9871,94.7782,282.6036,2.0008
2012-03-01,899.2153,-28.0476,73.3453,93.2448,0.3568,4.8744,285.4641,-3.6167,1.0006,,,,,,,,,,,,1.5655,1.4828,0.6874,0.651,14.8223,0.2502,-0.4155,0.6658,-20.8438,-19.7403,-16.9571,-18.1127,-17.5299,-17.0958,-16.455,-15.3989,1.221,2.221,3.221,4.221,5.221,6.221,7.221,10.221,-15.4773,-0.7311,-2.2497,79.834188,-25.168459,868.49,79.834185,-25.16845,866.98,12.54,-27.9194,-28.0422,94.1126,274.3135,1.0063
